listing_id,neighbourhood,aspect,NA,PA,NSS
27934,Ratchathewi,amenities,2,6,0.5
27934,Ratchathewi,check_in,1,5,0.6666666666666666
27934,Ratchathewi,cleanliness,0,31,1.0
27934,Ratchathewi,communication,0,32,1.0
27934,Ratchathewi,location,3,97,0.94
27934,Ratchathewi,value,0,9,1.0
48736,Rat Burana,cleanliness,0,1,1.0
55681,Bang Rak,amenities,1,2,0.3333333333333333
55681,Bang Rak,check_in,0,3,1.0
55681,Bang Rak,cleanliness,0,6,1.0
55681,Bang Rak,communication,0,13,1.0
55681,Bang Rak,location,4,21,0.68
55681,Bang Rak,value,0,7,1.0
105042,Khlong Toei,amenities,0,16,1.0
105042,Khlong Toei,check_in,1,14,0.8666666666666667
105042,Khlong Toei,cleanliness,2,65,0.9402985074626866
105042,Khlong Toei,communication,2,76,0.9487179487179487
105042,Khlong Toei,location,21,114,0.6888888888888889
105042,Khlong Toei,value,0,18,1.0
121410,Bang Kapi,location,0,1,1.0
145343,Lat Krabang,amenities,0,1,1.0
145343,Lat Krabang,check_in,0,3,1.0
145343,Lat Krabang,cleanliness,0,19,1.0
145343,Lat Krabang,communication,0,5,1.0
145343,Lat Krabang,location,1,22,0.9130434782608695
145343,Lat Krabang,value,0,3,1.0
156583,Bang Rak,amenities,4,17,0.6190476190476191
156583,Bang Rak,check_in,2,10,0.6666666666666666
156583,Bang Rak,cleanliness,1,27,0.9285714285714286
156583,Bang Rak,communication,5,20,0.6
156583,Bang Rak,location,3,34,0.8378378378378378
156583,Bang Rak,value,1,2,0.3333333333333333
172332,Bang Sue,amenities,0,4,1.0
172332,Bang Sue,check_in,0,1,1.0
172332,Bang Sue,cleanliness,0,8,1.0
172332,Bang Sue,communication,0,13,1.0
172332,Bang Sue,location,3,3,0.0
172332,Bang Sue,value,0,5,1.0
296960,Chatu Chak,amenities,0,11,1.0
296960,Chatu Chak,check_in,0,5,1.0
296960,Chatu Chak,cleanliness,0,22,1.0
296960,Chatu Chak,communication,1,27,0.9285714285714286
296960,Chatu Chak,location,5,24,0.6551724137931034
296960,Chatu Chak,value,0,8,1.0
320014,Khlong Toei,amenities,1,5,0.6666666666666666
320014,Khlong Toei,check_in,1,8,0.7777777777777778
320014,Khlong Toei,cleanliness,0,36,1.0
320014,Khlong Toei,communication,2,30,0.875
320014,Khlong Toei,location,3,47,0.88
320014,Khlong Toei,value,0,8,1.0
384924,Ratchathewi,amenities,1,13,0.8571428571428571
384924,Ratchathewi,check_in,0,9,1.0
384924,Ratchathewi,cleanliness,0,32,1.0
384924,Ratchathewi,communication,1,44,0.9555555555555556
384924,Ratchathewi,location,2,56,0.9310344827586207
384924,Ratchathewi,value,0,13,1.0
385130,Sathon,amenities,6,55,0.8032786885245902
385130,Sathon,check_in,1,16,0.8823529411764706
385130,Sathon,cleanliness,8,98,0.8490566037735849
385130,Sathon,communication,1,127,0.984375
385130,Sathon,location,4,149,0.9477124183006536
385130,Sathon,value,4,85,0.9101123595505618
385979,Khlong San,amenities,3,15,0.6666666666666666
385979,Khlong San,check_in,0,9,1.0
385979,Khlong San,cleanliness,1,42,0.9534883720930233
385979,Khlong San,communication,0,32,1.0
385979,Khlong San,location,4,53,0.8596491228070176
385979,Khlong San,value,0,11,1.0
390611,Khlong Toei,amenities,0,34,1.0
390611,Khlong Toei,check_in,1,7,0.75
390611,Khlong Toei,cleanliness,2,64,0.9393939393939394
390611,Khlong Toei,communication,2,48,0.92
390611,Khlong Toei,location,9,113,0.8524590163934426
390611,Khlong Toei,value,3,35,0.8421052631578947
393066,Sathon,amenities,6,45,0.7647058823529411
393066,Sathon,check_in,3,13,0.625
393066,Sathon,cleanliness,3,134,0.9562043795620438
393066,Sathon,communication,5,116,0.9173553719008265
393066,Sathon,location,7,181,0.925531914893617
393066,Sathon,value,1,64,0.9692307692307692
397449,Sathon,amenities,1,3,0.5
397449,Sathon,check_in,0,1,1.0
397449,Sathon,cleanliness,0,21,1.0
397449,Sathon,communication,0,24,1.0
397449,Sathon,location,0,31,1.0
397449,Sathon,value,1,8,0.7777777777777778
405662,Vadhana,amenities,0,5,1.0
405662,Vadhana,check_in,0,1,1.0
405662,Vadhana,cleanliness,0,12,1.0
405662,Vadhana,communication,0,23,1.0
405662,Vadhana,location,1,28,0.9310344827586207
405662,Vadhana,value,0,8,1.0
407381,Vadhana,amenities,0,2,1.0
407381,Vadhana,check_in,0,1,1.0
407381,Vadhana,cleanliness,0,7,1.0
407381,Vadhana,communication,0,8,1.0
407381,Vadhana,location,1,10,0.8181818181818182
407381,Vadhana,value,0,1,1.0
413824,Sathon,amenities,3,33,0.8333333333333334
413824,Sathon,check_in,0,11,1.0
413824,Sathon,cleanliness,2,95,0.9587628865979382
413824,Sathon,communication,5,92,0.8969072164948454
413824,Sathon,location,8,161,0.9053254437869822
413824,Sathon,value,2,71,0.9452054794520548
428360,Yan na wa,amenities,0,9,1.0
428360,Yan na wa,cleanliness,1,13,0.8571428571428571
428360,Yan na wa,communication,1,18,0.8947368421052632
428360,Yan na wa,location,0,9,1.0
428360,Yan na wa,value,0,3,1.0
428421,Bang Kho laen,amenities,0,6,1.0
428421,Bang Kho laen,check_in,0,1,1.0
428421,Bang Kho laen,cleanliness,2,18,0.8
428421,Bang Kho laen,communication,2,18,0.8
428421,Bang Kho laen,location,3,15,0.6666666666666666
428421,Bang Kho laen,value,1,5,0.6666666666666666
428950,Bang Kho laen,amenities,0,17,1.0
428950,Bang Kho laen,check_in,0,5,1.0
428950,Bang Kho laen,cleanliness,1,68,0.9710144927536232
428950,Bang Kho laen,communication,5,48,0.8113207547169812
428950,Bang Kho laen,location,6,41,0.7446808510638298
428950,Bang Kho laen,value,0,15,1.0
430691,Bang Kho laen,amenities,0,3,1.0
430691,Bang Kho laen,check_in,1,0,-1.0
430691,Bang Kho laen,cleanliness,0,18,1.0
430691,Bang Kho laen,communication,1,19,0.9
430691,Bang Kho laen,location,2,11,0.6923076923076923
430691,Bang Kho laen,value,0,2,1.0
430703,Bang Kho laen,amenities,0,7,1.0
430703,Bang Kho laen,check_in,0,5,1.0
430703,Bang Kho laen,cleanliness,0,28,1.0
430703,Bang Kho laen,communication,3,21,0.75
430703,Bang Kho laen,location,4,34,0.7894736842105263
430703,Bang Kho laen,value,0,10,1.0
430706,Bang Kho laen,amenities,0,2,1.0
430706,Bang Kho laen,cleanliness,0,5,1.0
430706,Bang Kho laen,communication,0,5,1.0
430706,Bang Kho laen,location,0,2,1.0
430706,Bang Kho laen,value,0,1,1.0
432004,Sathon,amenities,1,2,0.3333333333333333
432004,Sathon,check_in,0,1,1.0
432004,Sathon,cleanliness,0,10,1.0
432004,Sathon,location,1,10,0.8181818181818182
432004,Sathon,value,0,3,1.0
439051,Yan na wa,amenities,2,24,0.8461538461538461
439051,Yan na wa,check_in,0,10,1.0
439051,Yan na wa,cleanliness,0,24,1.0
439051,Yan na wa,communication,1,51,0.9615384615384616
439051,Yan na wa,location,4,50,0.8518518518518519
439051,Yan na wa,value,1,21,0.9090909090909091
449782,Bang Kho laen,amenities,2,10,0.6666666666666666
449782,Bang Kho laen,check_in,1,1,0.0
449782,Bang Kho laen,cleanliness,2,32,0.8823529411764706
449782,Bang Kho laen,communication,2,23,0.84
449782,Bang Kho laen,location,4,34,0.7894736842105263
449782,Bang Kho laen,value,0,10,1.0
449793,Bang Kho laen,amenities,0,3,1.0
449793,Bang Kho laen,cleanliness,0,6,1.0
449793,Bang Kho laen,communication,0,4,1.0
449793,Bang Kho laen,location,1,8,0.7777777777777778
449793,Bang Kho laen,value,0,1,1.0
449826,Bang Kho laen,amenities,0,4,1.0
449826,Bang Kho laen,check_in,0,2,1.0
449826,Bang Kho laen,cleanliness,0,10,1.0
449826,Bang Kho laen,communication,0,23,1.0
449826,Bang Kho laen,location,0,14,1.0
449826,Bang Kho laen,value,1,4,0.6
450464,Bang Kho laen,amenities,0,12,1.0
450464,Bang Kho laen,check_in,0,2,1.0
450464,Bang Kho laen,cleanliness,1,17,0.8888888888888888
450464,Bang Kho laen,communication,0,28,1.0
450464,Bang Kho laen,location,2,22,0.8333333333333334
450464,Bang Kho laen,value,0,5,1.0
527553,Chatu Chak,amenities,0,10,1.0
527553,Chatu Chak,check_in,0,3,1.0
527553,Chatu Chak,cleanliness,0,16,1.0
527553,Chatu Chak,communication,1,14,0.8666666666666667
527553,Chatu Chak,location,2,19,0.8095238095238095
527553,Chatu Chak,value,1,0,-1.0
580270,Sathon,amenities,2,8,0.6
580270,Sathon,check_in,0,2,1.0
580270,Sathon,cleanliness,1,20,0.9047619047619048
580270,Sathon,communication,3,30,0.8181818181818182
580270,Sathon,location,2,46,0.9166666666666666
580270,Sathon,value,0,26,1.0
581755,Bang Kapi,amenities,0,1,1.0
581755,Bang Kapi,location,0,1,1.0
605314,Sathon,amenities,3,37,0.85
605314,Sathon,check_in,4,14,0.5555555555555556
605314,Sathon,cleanliness,1,105,0.9811320754716981
605314,Sathon,communication,4,116,0.9333333333333333
605314,Sathon,location,10,150,0.875
605314,Sathon,value,3,62,0.9076923076923077
605343,Sathon,amenities,1,21,0.9090909090909091
605343,Sathon,check_in,0,8,1.0
605343,Sathon,cleanliness,4,65,0.8840579710144928
605343,Sathon,communication,0,54,1.0
605343,Sathon,location,3,78,0.9259259259259259
605343,Sathon,value,2,39,0.9024390243902439
608624,Thon buri,cleanliness,0,1,1.0
608624,Thon buri,communication,2,3,0.2
608624,Thon buri,location,0,5,1.0
688013,Bang Na,amenities,1,10,0.8181818181818182
688013,Bang Na,check_in,1,8,0.7777777777777778
688013,Bang Na,cleanliness,1,56,0.9649122807017544
688013,Bang Na,communication,1,38,0.9487179487179487
688013,Bang Na,location,3,86,0.9325842696629213
688013,Bang Na,value,1,12,0.8461538461538461
691478,Phaya Thai,amenities,1,0,-1.0
691478,Phaya Thai,cleanliness,1,5,0.6666666666666666
691478,Phaya Thai,location,4,4,0.0
691478,Phaya Thai,value,2,4,0.3333333333333333
715652,Din Daeng,amenities,0,1,1.0
715652,Din Daeng,cleanliness,0,5,1.0
715652,Din Daeng,communication,0,1,1.0
715652,Din Daeng,location,2,1,-0.3333333333333333
722291,Sathon,amenities,2,9,0.6363636363636364
722291,Sathon,check_in,0,2,1.0
722291,Sathon,cleanliness,0,14,1.0
722291,Sathon,communication,0,18,1.0
722291,Sathon,location,1,24,0.92
722291,Sathon,value,0,3,1.0
723070,Sathon,cleanliness,0,2,1.0
723070,Sathon,communication,0,2,1.0
723070,Sathon,location,0,2,1.0
729015,Khlong San,amenities,0,3,1.0
729015,Khlong San,check_in,0,4,1.0
729015,Khlong San,cleanliness,0,14,1.0
729015,Khlong San,communication,0,20,1.0
729015,Khlong San,location,2,19,0.8095238095238095
729015,Khlong San,value,1,10,0.8181818181818182
742693,Khlong Toei,cleanliness,0,1,1.0
742693,Khlong Toei,location,0,3,1.0
758483,Vadhana,amenities,0,7,1.0
758483,Vadhana,check_in,0,2,1.0
758483,Vadhana,cleanliness,1,9,0.8
758483,Vadhana,communication,0,26,1.0
758483,Vadhana,location,1,38,0.9487179487179487
758483,Vadhana,value,0,10,1.0
768019,Vadhana,amenities,0,1,1.0
768019,Vadhana,communication,0,1,1.0
768019,Vadhana,location,0,5,1.0
788043,Khlong San,amenities,0,13,1.0
788043,Khlong San,check_in,0,7,1.0
788043,Khlong San,cleanliness,0,58,1.0
788043,Khlong San,communication,0,78,1.0
788043,Khlong San,location,6,74,0.85
788043,Khlong San,value,0,26,1.0
811670,Din Daeng,amenities,0,7,1.0
811670,Din Daeng,check_in,0,2,1.0
811670,Din Daeng,cleanliness,0,4,1.0
811670,Din Daeng,communication,2,18,0.8
811670,Din Daeng,location,1,7,0.75
811670,Din Daeng,value,1,3,0.5
818612,Bang Sue,amenities,0,2,1.0
818612,Bang Sue,cleanliness,0,2,1.0
818612,Bang Sue,communication,1,6,0.7142857142857143
818612,Bang Sue,location,2,5,0.42857142857142855
818612,Bang Sue,value,1,4,0.6
820395,Bang Sue,amenities,0,6,1.0
820395,Bang Sue,cleanliness,0,6,1.0
820395,Bang Sue,communication,0,10,1.0
820395,Bang Sue,location,1,8,0.7777777777777778
820395,Bang Sue,value,0,3,1.0
822214,Bang Sue,amenities,0,4,1.0
822214,Bang Sue,check_in,0,1,1.0
822214,Bang Sue,cleanliness,0,8,1.0
822214,Bang Sue,communication,0,16,1.0
822214,Bang Sue,location,0,9,1.0
822214,Bang Sue,value,0,2,1.0
851956,Khlong Toei,amenities,0,6,1.0
851956,Khlong Toei,check_in,0,1,1.0
851956,Khlong Toei,cleanliness,0,16,1.0
851956,Khlong Toei,communication,2,24,0.8461538461538461
851956,Khlong Toei,location,1,27,0.9285714285714286
851956,Khlong Toei,value,0,4,1.0
852063,Sathon,amenities,0,2,1.0
852063,Sathon,check_in,0,1,1.0
852063,Sathon,cleanliness,0,5,1.0
852063,Sathon,communication,1,9,0.8
852063,Sathon,location,0,10,1.0
852063,Sathon,value,0,1,1.0
858311,Khlong San,amenities,2,25,0.8518518518518519
858311,Khlong San,check_in,3,9,0.5
858311,Khlong San,cleanliness,2,46,0.9166666666666666
858311,Khlong San,communication,7,78,0.8352941176470589
858311,Khlong San,location,11,137,0.8513513513513513
858311,Khlong San,value,3,28,0.8064516129032258
858338,Sathon,amenities,4,15,0.5789473684210527
858338,Sathon,check_in,2,6,0.5
858338,Sathon,cleanliness,6,94,0.88
858338,Sathon,communication,4,78,0.9024390243902439
858338,Sathon,location,5,123,0.921875
858338,Sathon,value,4,38,0.8095238095238095
861105,Bang Sue,amenities,0,4,1.0
861105,Bang Sue,check_in,0,1,1.0
861105,Bang Sue,cleanliness,0,8,1.0
861105,Bang Sue,communication,0,20,1.0
861105,Bang Sue,location,0,13,1.0
861105,Bang Sue,value,0,4,1.0
866329,Bang Rak,amenities,0,3,1.0
866329,Bang Rak,check_in,0,3,1.0
866329,Bang Rak,cleanliness,0,5,1.0
866329,Bang Rak,communication,0,8,1.0
866329,Bang Rak,location,2,13,0.7333333333333333
866329,Bang Rak,value,1,5,0.6666666666666666
885848,Ratchathewi,amenities,2,6,0.5
885848,Ratchathewi,check_in,1,0,-1.0
885848,Ratchathewi,cleanliness,2,13,0.7333333333333333
885848,Ratchathewi,communication,0,12,1.0
885848,Ratchathewi,location,1,14,0.8666666666666667
888304,Chatu Chak,amenities,0,1,1.0
888304,Chatu Chak,check_in,0,1,1.0
888304,Chatu Chak,cleanliness,0,7,1.0
888304,Chatu Chak,communication,0,6,1.0
888304,Chatu Chak,location,0,8,1.0
889909,Bang Na,cleanliness,0,1,1.0
889909,Bang Na,communication,0,2,1.0
889909,Bang Na,location,0,1,1.0
915293,Parthum Wan,cleanliness,0,1,1.0
915293,Parthum Wan,communication,0,2,1.0
915293,Parthum Wan,location,0,1,1.0
952677,Khlong San,check_in,0,1,1.0
952677,Khlong San,cleanliness,0,2,1.0
952677,Khlong San,communication,1,0,-1.0
952677,Khlong San,location,0,2,1.0
973830,Bangkok Yai,amenities,1,3,0.5
973830,Bangkok Yai,check_in,0,3,1.0
973830,Bangkok Yai,cleanliness,0,9,1.0
973830,Bangkok Yai,communication,1,27,0.9285714285714286
973830,Bangkok Yai,location,0,19,1.0
973830,Bangkok Yai,value,0,7,1.0
976690,Phaya Thai,amenities,0,14,1.0
976690,Phaya Thai,check_in,0,5,1.0
976690,Phaya Thai,cleanliness,2,34,0.8888888888888888
976690,Phaya Thai,communication,0,56,1.0
976690,Phaya Thai,location,5,71,0.868421052631579
976690,Phaya Thai,value,0,10,1.0
978969,Vadhana,communication,0,5,1.0
978969,Vadhana,location,0,4,1.0
988373,Phasi Charoen,amenities,1,3,0.5
988373,Phasi Charoen,check_in,1,3,0.5
988373,Phasi Charoen,cleanliness,0,21,1.0
988373,Phasi Charoen,communication,1,50,0.9607843137254902
988373,Phasi Charoen,location,2,30,0.875
988373,Phasi Charoen,value,1,11,0.8333333333333334
1019241,Bang Rak,amenities,2,12,0.7142857142857143
1019241,Bang Rak,check_in,0,11,1.0
1019241,Bang Rak,cleanliness,1,27,0.9285714285714286
1019241,Bang Rak,communication,2,35,0.8918918918918919
1019241,Bang Rak,location,4,52,0.8571428571428571
1019241,Bang Rak,value,1,9,0.8
1026451,Sathon,amenities,3,49,0.8846153846153846
1026451,Sathon,check_in,6,34,0.7
1026451,Sathon,cleanliness,1,177,0.9887640449438202
1026451,Sathon,communication,6,199,0.9414634146341463
1026451,Sathon,location,8,282,0.9448275862068966
1026451,Sathon,value,4,49,0.8490566037735849
1028486,Sathon,cleanliness,0,2,1.0
1028486,Sathon,location,0,1,1.0
1028486,Sathon,value,0,1,1.0
1035589,Thawi Watthana,amenities,0,1,1.0
1035589,Thawi Watthana,cleanliness,0,1,1.0
1035589,Thawi Watthana,communication,0,3,1.0
1035589,Thawi Watthana,location,0,1,1.0
1035589,Thawi Watthana,value,0,1,1.0
1041976,Parthum Wan,amenities,1,18,0.8947368421052632
1041976,Parthum Wan,check_in,0,4,1.0
1041976,Parthum Wan,cleanliness,2,69,0.9436619718309859
1041976,Parthum Wan,communication,4,81,0.9058823529411765
1041976,Parthum Wan,location,9,87,0.8125
1041976,Parthum Wan,value,0,34,1.0
1052180,Bang Kho laen,amenities,0,1,1.0
1052180,Bang Kho laen,check_in,0,3,1.0
1052180,Bang Kho laen,cleanliness,2,13,0.7333333333333333
1052180,Bang Kho laen,communication,0,17,1.0
1052180,Bang Kho laen,location,2,9,0.6363636363636364
1052180,Bang Kho laen,value,0,7,1.0
1057173,Bang Na,amenities,1,17,0.8888888888888888
1057173,Bang Na,check_in,1,12,0.8461538461538461
1057173,Bang Na,cleanliness,0,61,1.0
1057173,Bang Na,communication,1,44,0.9555555555555556
1057173,Bang Na,location,3,104,0.9439252336448598
1057173,Bang Na,value,1,12,0.8461538461538461
1060320,Khlong San,amenities,0,2,1.0
1060320,Khlong San,cleanliness,0,3,1.0
1060320,Khlong San,communication,0,8,1.0
1060320,Khlong San,location,0,3,1.0
1067748,Sathon,amenities,0,4,1.0
1067748,Sathon,cleanliness,2,17,0.7894736842105263
1067748,Sathon,communication,2,10,0.6666666666666666
1067748,Sathon,location,2,17,0.7894736842105263
1067748,Sathon,value,0,6,1.0
1094136,Bang Kho laen,amenities,0,3,1.0
1094136,Bang Kho laen,check_in,0,1,1.0
1094136,Bang Kho laen,cleanliness,0,9,1.0
1094136,Bang Kho laen,communication,0,12,1.0
1094136,Bang Kho laen,location,0,9,1.0
1094136,Bang Kho laen,value,0,3,1.0
1141969,Bang Rak,check_in,0,1,1.0
1141969,Bang Rak,cleanliness,1,2,0.3333333333333333
1141969,Bang Rak,communication,0,3,1.0
1141969,Bang Rak,location,2,7,0.5555555555555556
1160838,Phaya Thai,amenities,11,20,0.2903225806451613
1160838,Phaya Thai,check_in,0,7,1.0
1160838,Phaya Thai,cleanliness,1,165,0.9879518072289156
1160838,Phaya Thai,communication,2,90,0.9565217391304348
1160838,Phaya Thai,location,12,208,0.8909090909090909
1160838,Phaya Thai,value,1,33,0.9411764705882353
1178280,Sathon,amenities,3,7,0.4
1178280,Sathon,cleanliness,5,9,0.2857142857142857
1178280,Sathon,communication,3,8,0.45454545454545453
1178280,Sathon,location,3,14,0.6470588235294118
1178280,Sathon,value,2,4,0.3333333333333333
1187726,Phaya Thai,amenities,0,6,1.0
1187726,Phaya Thai,cleanliness,0,4,1.0
1187726,Phaya Thai,communication,0,3,1.0
1187726,Phaya Thai,location,0,8,1.0
1187726,Phaya Thai,value,0,3,1.0
1218098,Lak Si,amenities,0,1,1.0
1218098,Lak Si,check_in,1,0,-1.0
1218098,Lak Si,cleanliness,0,17,1.0
1218098,Lak Si,communication,0,5,1.0
1218098,Lak Si,location,1,4,0.6
1218098,Lak Si,value,0,1,1.0
1218415,Bang Kapi,amenities,0,1,1.0
1218415,Bang Kapi,communication,0,1,1.0
1218415,Bang Kapi,value,0,1,1.0
1227663,Parthum Wan,amenities,2,18,0.8
1227663,Parthum Wan,check_in,0,11,1.0
1227663,Parthum Wan,cleanliness,0,28,1.0
1227663,Parthum Wan,communication,0,40,1.0
1227663,Parthum Wan,location,3,95,0.9387755102040817
1227663,Parthum Wan,value,0,16,1.0
1244333,Phaya Thai,amenities,0,2,1.0
1244333,Phaya Thai,cleanliness,0,5,1.0
1244333,Phaya Thai,communication,0,7,1.0
1244333,Phaya Thai,location,0,11,1.0
1244333,Phaya Thai,value,0,5,1.0
1296322,Sathon,amenities,3,30,0.8181818181818182
1296322,Sathon,check_in,0,9,1.0
1296322,Sathon,cleanliness,9,83,0.8043478260869565
1296322,Sathon,communication,6,48,0.7777777777777778
1296322,Sathon,location,9,117,0.8571428571428571
1296322,Sathon,value,0,33,1.0
1302302,Sathon,amenities,0,13,1.0
1302302,Sathon,check_in,1,10,0.8181818181818182
1302302,Sathon,cleanliness,1,63,0.96875
1302302,Sathon,communication,1,38,0.9487179487179487
1302302,Sathon,location,2,86,0.9545454545454546
1302302,Sathon,value,0,17,1.0
1316688,Khlong Toei,amenities,2,8,0.6
1316688,Khlong Toei,check_in,0,1,1.0
1316688,Khlong Toei,cleanliness,3,29,0.8125
1316688,Khlong Toei,communication,0,23,1.0
1316688,Khlong Toei,location,1,51,0.9615384615384616
1316688,Khlong Toei,value,0,6,1.0
1338281,Sathon,amenities,3,13,0.625
1338281,Sathon,check_in,0,4,1.0
1338281,Sathon,cleanliness,0,48,1.0
1338281,Sathon,communication,3,30,0.8181818181818182
1338281,Sathon,location,6,72,0.8461538461538461
1338281,Sathon,value,1,13,0.8571428571428571
1338489,Sathon,amenities,4,13,0.5294117647058824
1338489,Sathon,check_in,0,11,1.0
1338489,Sathon,cleanliness,2,69,0.9436619718309859
1338489,Sathon,communication,0,46,1.0
1338489,Sathon,location,8,86,0.8297872340425532
1338489,Sathon,value,0,25,1.0
1341890,Huai Khwang,amenities,2,13,0.7333333333333333
1341890,Huai Khwang,check_in,3,4,0.14285714285714285
1341890,Huai Khwang,cleanliness,0,28,1.0
1341890,Huai Khwang,communication,2,33,0.8857142857142857
1341890,Huai Khwang,location,6,30,0.6666666666666666
1341890,Huai Khwang,value,1,11,0.8333333333333334
1350390,Sathon,amenities,1,22,0.9130434782608695
1350390,Sathon,check_in,0,6,1.0
1350390,Sathon,cleanliness,3,42,0.8666666666666667
1350390,Sathon,communication,4,33,0.7837837837837838
1350390,Sathon,location,3,72,0.92
1350390,Sathon,value,3,15,0.6666666666666666
1388584,Phaya Thai,amenities,0,3,1.0
1388584,Phaya Thai,check_in,0,1,1.0
1388584,Phaya Thai,cleanliness,0,7,1.0
1388584,Phaya Thai,communication,0,12,1.0
1388584,Phaya Thai,location,0,6,1.0
1388584,Phaya Thai,value,0,3,1.0
1394285,Suanluang,cleanliness,0,2,1.0
1394285,Suanluang,communication,0,1,1.0
1394285,Suanluang,location,2,3,0.2
1394285,Suanluang,value,0,3,1.0
1400351,Bueng Kum,communication,0,1,1.0
1412787,Khlong San,amenities,4,20,0.6666666666666666
1412787,Khlong San,check_in,2,11,0.6923076923076923
1412787,Khlong San,cleanliness,4,47,0.8431372549019608
1412787,Khlong San,communication,2,48,0.92
1412787,Khlong San,location,3,78,0.9259259259259259
1412787,Khlong San,value,1,7,0.75
1419797,Parthum Wan,amenities,0,9,1.0
1419797,Parthum Wan,check_in,2,7,0.5555555555555556
1419797,Parthum Wan,cleanliness,0,41,1.0
1419797,Parthum Wan,communication,0,45,1.0
1419797,Parthum Wan,location,8,74,0.8048780487804879
1419797,Parthum Wan,value,0,11,1.0
1420577,Khlong San,check_in,0,1,1.0
1420577,Khlong San,communication,0,1,1.0
1420577,Khlong San,location,0,1,1.0
1421233,Khlong San,amenities,0,5,1.0
1421233,Khlong San,check_in,0,1,1.0
1421233,Khlong San,cleanliness,1,19,0.9
1421233,Khlong San,communication,0,26,1.0
1421233,Khlong San,location,2,43,0.9111111111111111
1421233,Khlong San,value,0,4,1.0
1440474,Khlong Toei,amenities,0,3,1.0
1440474,Khlong Toei,cleanliness,0,8,1.0
1440474,Khlong Toei,communication,0,13,1.0
1440474,Khlong Toei,location,0,8,1.0
1452584,Vadhana,communication,0,2,1.0
1452584,Vadhana,location,0,2,1.0
1457235,Bang Kho laen,amenities,0,4,1.0
1457235,Bang Kho laen,cleanliness,0,3,1.0
1457235,Bang Kho laen,communication,0,5,1.0
1457235,Bang Kho laen,location,0,4,1.0
1457235,Bang Kho laen,value,0,1,1.0
1463101,Phaya Thai,amenities,0,3,1.0
1463101,Phaya Thai,cleanliness,1,4,0.6
1463101,Phaya Thai,communication,0,3,1.0
1463101,Phaya Thai,location,0,1,1.0
1463101,Phaya Thai,value,0,2,1.0
1485265,Suanluang,amenities,0,1,1.0
1485265,Suanluang,cleanliness,0,5,1.0
1485265,Suanluang,communication,2,9,0.6363636363636364
1485265,Suanluang,location,1,5,0.6666666666666666
1485265,Suanluang,value,0,1,1.0
1504766,Bang Kho laen,amenities,0,1,1.0
1504766,Bang Kho laen,check_in,0,2,1.0
1504766,Bang Kho laen,cleanliness,0,6,1.0
1504766,Bang Kho laen,communication,0,10,1.0
1504766,Bang Kho laen,location,1,9,0.8
1504766,Bang Kho laen,value,0,3,1.0
1522068,Chatu Chak,amenities,4,29,0.7575757575757576
1522068,Chatu Chak,check_in,0,6,1.0
1522068,Chatu Chak,cleanliness,3,83,0.9302325581395349
1522068,Chatu Chak,communication,2,118,0.9666666666666667
1522068,Chatu Chak,location,8,87,0.8315789473684211
1522068,Chatu Chak,value,0,25,1.0
1526123,Vadhana,amenities,2,3,0.2
1526123,Vadhana,check_in,1,3,0.5
1526123,Vadhana,cleanliness,1,11,0.8333333333333334
1526123,Vadhana,communication,4,18,0.6363636363636364
1526123,Vadhana,location,0,22,1.0
1526123,Vadhana,value,1,2,0.3333333333333333
1560067,Sathon,amenities,1,8,0.7777777777777778
1560067,Sathon,check_in,0,6,1.0
1560067,Sathon,cleanliness,0,43,1.0
1560067,Sathon,communication,1,45,0.9565217391304348
1560067,Sathon,location,3,34,0.8378378378378378
1560067,Sathon,value,0,5,1.0
1571204,Sathon,amenities,2,36,0.8947368421052632
1571204,Sathon,check_in,1,10,0.8181818181818182
1571204,Sathon,cleanliness,0,78,1.0
1571204,Sathon,communication,3,76,0.9240506329113924
1571204,Sathon,location,7,112,0.8823529411764706
1571204,Sathon,value,5,42,0.7872340425531915
1585084,Vadhana,amenities,0,8,1.0
1585084,Vadhana,cleanliness,0,26,1.0
1585084,Vadhana,communication,1,14,0.8666666666666667
1585084,Vadhana,location,1,10,0.8181818181818182
1585084,Vadhana,value,0,4,1.0
1621954,Phra Nakhon,amenities,0,16,1.0
1621954,Phra Nakhon,check_in,0,8,1.0
1621954,Phra Nakhon,cleanliness,0,109,1.0
1621954,Phra Nakhon,communication,4,110,0.9298245614035088
1621954,Phra Nakhon,location,1,79,0.975
1621954,Phra Nakhon,value,0,22,1.0
1629978,Bang Rak,amenities,0,4,1.0
1629978,Bang Rak,cleanliness,0,8,1.0
1629978,Bang Rak,communication,0,1,1.0
1629978,Bang Rak,location,1,8,0.7777777777777778
1629978,Bang Rak,value,0,2,1.0
1630813,Bang Rak,amenities,0,1,1.0
1630813,Bang Rak,cleanliness,0,5,1.0
1630813,Bang Rak,location,0,4,1.0
1630813,Bang Rak,value,0,4,1.0
1630920,Bang Rak,amenities,4,4,0.0
1630920,Bang Rak,cleanliness,0,9,1.0
1630920,Bang Rak,communication,0,2,1.0
1630920,Bang Rak,location,1,6,0.7142857142857143
1630920,Bang Rak,value,2,6,0.5
1631106,Bang Rak,amenities,2,6,0.5
1631106,Bang Rak,cleanliness,1,14,0.8666666666666667
1631106,Bang Rak,communication,0,3,1.0
1631106,Bang Rak,location,0,12,1.0
1631106,Bang Rak,value,0,2,1.0
