listing_id,aspect,NSS_score
37204544,location,1.0
37204544,value,1.0
37205424,amenities,0.0
37205424,cleanliness,0.0
37205424,communication,0.8571428571428571
37205424,location,1.0
37205424,value,1.0
37205439,amenities,1.0
37205439,cleanliness,0.7647058823529411
37205439,communication,0.7142857142857143
37205439,location,0.8095238095238095
37205439,value,0.3333333333333333
37219461,amenities,0.3333333333333333
37219461,check_in,0.0
37219461,cleanliness,0.5454545454545454
37219461,communication,0.7894736842105263
37219461,location,0.925925925925926
37219461,value,0.8333333333333334
37223022,amenities,1.0
37223022,check_in,1.0
37223022,cleanliness,0.8461538461538461
37223022,communication,1.0
37223022,location,1.0
37223022,value,1.0
37225745,amenities,0.0
37225745,check_in,1.0
37225745,cleanliness,1.0
37225745,communication,0.8823529411764706
37225745,location,0.9090909090909092
37225745,value,1.0
37229920,amenities,0.3333333333333333
37229920,check_in,1.0
37229920,cleanliness,0.7142857142857143
37229920,communication,1.0
37229920,location,1.0
37229920,value,1.0
37231201,amenities,1.0
37231201,check_in,1.0
37231201,cleanliness,1.0
37231201,communication,1.0
37231201,location,0.9090909090909092
37231201,value,1.0
37233516,amenities,0.1428571428571428
37233516,cleanliness,0.7714285714285715
37233516,communication,0.8461538461538461
37233516,location,0.864406779661017
37233516,value,1.0
37234197,amenities,0.4285714285714285
37234197,cleanliness,0.6
37234197,communication,1.0
37234197,location,1.0
37234197,value,0.8181818181818182
37235391,amenities,0.0
37235391,check_in,1.0
37235391,cleanliness,1.0
37235391,communication,1.0
37235391,location,0.7777777777777778
37235391,value,1.0
37281532,cleanliness,1.0
37281532,communication,1.0
37281532,location,1.0
37281532,value,1.0
37286883,amenities,1.0
37286883,check_in,1.0
37286883,communication,1.0
37286883,location,1.0
37288085,amenities,0.7777777777777778
37288085,check_in,0.6
37288085,cleanliness,0.6923076923076923
37288085,communication,0.96
37288085,location,0.9696969696969696
37288085,value,1.0
37301005,amenities,0.3333333333333333
37301005,cleanliness,1.0
37301005,communication,1.0
37301005,location,0.7142857142857143
37301005,value,1.0
37303927,amenities,0.75
37303927,check_in,1.0
37303927,cleanliness,1.0
37303927,communication,0.9428571428571428
37303927,location,0.7894736842105263
37303927,value,1.0
37304849,amenities,1.0
37304849,check_in,1.0
37304849,cleanliness,1.0
37304849,communication,0.7142857142857143
37304849,location,1.0
37304849,value,1.0
37321286,amenities,0.8
37321286,check_in,0.0
37321286,cleanliness,0.6
37321286,communication,0.8461538461538461
37321286,location,0.951219512195122
37321286,value,1.0
37321735,amenities,1.0
37321735,cleanliness,1.0
37321735,communication,1.0
37321735,location,1.0
37321735,value,1.0
37340769,check_in,-1.0
37340769,communication,-1.0
37340769,location,-0.5
37340769,value,-1.0
37342531,amenities,0.1428571428571428
37342531,check_in,1.0
37342531,cleanliness,-0.125
37342531,communication,0.0769230769230769
37342531,location,0.75
37342531,value,0.5
37346907,amenities,1.0
37346907,check_in,1.0
37346907,cleanliness,0.6923076923076923
37346907,communication,0.8181818181818182
37346907,location,0.9130434782608696
37346907,value,1.0
37347996,amenities,0.3333333333333333
37347996,check_in,1.0
37347996,cleanliness,0.6666666666666666
37347996,communication,0.5
37347996,location,0.7777777777777778
37373610,amenities,0.3333333333333333
37373610,check_in,-1.0
37373610,cleanliness,0.6
37373610,communication,1.0
37373610,location,0.7142857142857143
37373610,value,1.0
37374147,amenities,0.6666666666666666
37374147,cleanliness,1.0
37374147,communication,1.0
37374147,location,1.0
37374147,value,1.0
37394587,amenities,0.7777777777777778
37394587,check_in,1.0
37394587,cleanliness,0.935483870967742
37394587,communication,1.0
37394587,location,1.0
37394587,value,0.6923076923076923
37401664,amenities,0.6
37401664,cleanliness,1.0
37401664,communication,1.0
37401664,location,1.0
37401664,value,1.0
37402395,amenities,0.0
37402395,check_in,1.0
37402395,cleanliness,0.7142857142857143
37402395,communication,0.6842105263157895
37402395,location,0.95
37402395,value,0.5
37405108,amenities,1.0
37405108,cleanliness,1.0
37405108,communication,1.0
37405108,location,1.0
37405108,value,1.0
37408188,amenities,0.6
37408188,check_in,1.0
37408188,cleanliness,1.0
37408188,communication,0.9473684210526316
37408188,location,1.0
37408188,value,1.0
37412027,cleanliness,1.0
37417173,amenities,-1.0
37417173,cleanliness,0.8
37417173,communication,0.9
37417173,location,0.9047619047619048
37417173,value,1.0
37417955,amenities,1.0
37417955,check_in,1.0
37417955,cleanliness,1.0
37417955,communication,1.0
37417955,location,0.8461538461538461
37417955,value,1.0
37434526,amenities,0.5
37434526,check_in,-1.0
37434526,cleanliness,0.6923076923076923
37434526,communication,0.8461538461538461
37434526,location,0.8461538461538461
37434526,value,0.0
37438740,cleanliness,1.0
37438740,communication,1.0
37438740,location,0.8571428571428571
37438740,value,1.0
37447599,amenities,1.0
37447599,cleanliness,0.9047619047619048
37447599,communication,0.9090909090909092
37447599,location,0.7142857142857143
37447599,value,1.0
37449116,cleanliness,1.0
37449116,communication,1.0
37449116,location,1.0
37449116,value,1.0
37465511,check_in,1.0
37465511,cleanliness,1.0
37465511,communication,1.0
37465511,value,1.0
37470376,amenities,1.0
37470376,cleanliness,1.0
37472293,amenities,-1.0
37472293,communication,-1.0
37473656,amenities,0.0
37473656,check_in,1.0
37473656,cleanliness,1.0
37473656,communication,1.0
37473656,location,0.75
37504435,amenities,1.0
37504435,check_in,1.0
37504435,cleanliness,1.0
37504435,communication,1.0
37504435,location,0.9642857142857144
37504435,value,1.0
37506398,check_in,1.0
37506398,communication,1.0
37506398,location,1.0
37517721,amenities,1.0
37517721,check_in,1.0
37517721,cleanliness,1.0
37517721,communication,1.0
37517721,location,1.0
37517721,value,1.0
37522339,check_in,1.0
37522339,communication,1.0
37522339,location,0.5
37522551,value,1.0
37543284,amenities,1.0
37543284,check_in,0.6
37543284,cleanliness,0.8571428571428571
37543284,communication,1.0
37543284,location,0.8125
37543284,value,1.0
37549207,communication,1.0
37552401,amenities,0.3333333333333333
37552401,cleanliness,0.0
37552401,communication,0.5
37552401,location,0.7333333333333333
37552930,amenities,1.0
37552930,cleanliness,0.6666666666666666
37552930,communication,1.0
37552930,location,1.0
37552930,value,1.0
37573365,amenities,1.0
37573365,cleanliness,0.8571428571428571
37573365,communication,0.92
37573365,location,0.8260869565217391
37573365,value,1.0
37577344,cleanliness,1.0
37602395,amenities,1.0
37602395,check_in,-1.0
37602395,cleanliness,1.0
37602395,communication,0.6923076923076923
37602395,location,1.0
37602395,value,1.0
37605174,amenities,1.0
37605174,cleanliness,0.8333333333333334
37605174,communication,1.0
37605174,location,1.0
37605174,value,1.0
37611002,amenities,0.5555555555555556
37611002,cleanliness,0.3684210526315789
37611002,communication,1.0
37611002,location,0.8421052631578947
37611002,value,1.0
37611870,amenities,1.0
37611870,cleanliness,1.0
37611870,communication,1.0
37611870,location,1.0
37611870,value,1.0
37612925,amenities,1.0
37612925,check_in,1.0
37612925,cleanliness,1.0
37612925,communication,1.0
37612925,location,0.9298245614035088
37612925,value,1.0
37613763,amenities,1.0
37613763,cleanliness,1.0
37613763,communication,1.0
37613763,location,1.0
37613763,value,1.0
37648596,amenities,1.0
37648596,check_in,0.0
37648596,cleanliness,1.0
37648596,communication,1.0
37648596,location,0.7777777777777778
37648596,value,1.0
37667323,amenities,0.0
37667323,check_in,1.0
37667323,cleanliness,0.5
37667323,communication,0.875
37667323,location,1.0
37675232,amenities,0.6
37675232,check_in,-0.3333333333333333
37675232,cleanliness,1.0
37675232,communication,0.8333333333333334
37675232,location,0.935483870967742
37675232,value,0.6
37676137,amenities,0.4285714285714285
37676137,check_in,-0.5
37676137,cleanliness,0.75
37676137,communication,0.2093023255813953
37676137,location,0.813953488372093
37676137,value,1.0
37678597,amenities,0.3333333333333333
37678597,check_in,1.0
37678597,cleanliness,1.0
37678597,communication,1.0
37678597,location,0.3333333333333333
37678597,value,1.0
37679283,amenities,0.4
37679283,cleanliness,0.7142857142857143
37679283,communication,0.6363636363636364
37679283,location,0.8222222222222222
37679283,value,1.0
37691627,amenities,0.3333333333333333
37691627,check_in,1.0
37691627,cleanliness,0.7777777777777778
37691627,communication,0.7647058823529411
37691627,location,0.9411764705882352
37691627,value,0.8571428571428571
37695067,amenities,1.0
37695067,check_in,1.0
37695067,cleanliness,0.7894736842105263
37695067,communication,0.7142857142857143
37695067,location,1.0
37695067,value,0.3333333333333333
37699818,amenities,1.0
37699818,cleanliness,1.0
37699818,communication,1.0
37699818,location,1.0
37699818,value,1.0
37700205,cleanliness,1.0
37700205,communication,0.3333333333333333
37700205,location,1.0
37700205,value,-1.0
37700348,amenities,-1.0
37700348,communication,1.0
37703629,amenities,1.0
37703629,check_in,1.0
37703629,cleanliness,1.0
37703629,communication,1.0
37703629,location,1.0
37703629,value,1.0
37707441,cleanliness,-0.3333333333333333
37707441,communication,1.0
37711251,amenities,1.0
37711251,check_in,0.0
37711251,cleanliness,1.0
37711251,communication,0.4285714285714285
37711251,location,0.7777777777777778
37712115,amenities,1.0
37712115,cleanliness,1.0
37712115,communication,1.0
37712115,location,0.8823529411764706
37712115,value,1.0
37712642,amenities,1.0
37712642,check_in,1.0
37712642,cleanliness,1.0
37712642,communication,1.0
37712642,location,0.9130434782608696
37712642,value,1.0
37722631,amenities,1.0
37722631,check_in,1.0
37722631,cleanliness,1.0
37722631,communication,1.0
37722631,location,0.8
37722631,value,1.0
37728711,check_in,1.0
37728711,cleanliness,1.0
37728711,communication,0.0
37729482,amenities,1.0
37729482,cleanliness,0.8571428571428571
37729482,communication,0.9166666666666666
37729482,location,1.0
37729482,value,0.75
37734219,amenities,1.0
37734219,communication,1.0
37734219,location,1.0
37760043,cleanliness,0.6
37760043,communication,1.0
37760043,location,1.0
37760043,value,1.0
37764384,amenities,1.0
37764384,check_in,1.0
37764384,cleanliness,1.0
37764384,communication,0.9230769230769232
37764384,location,1.0
37764384,value,0.8333333333333334
37765039,amenities,0.0
37765039,cleanliness,1.0
37765039,communication,0.0
37765039,location,0.7142857142857143
37765039,value,1.0
37765246,amenities,0.875
37765246,check_in,1.0
37765246,cleanliness,0.9464285714285714
37765246,communication,0.9387755102040816
37765246,location,0.8979591836734694
37765246,value,0.8333333333333334
37765585,cleanliness,1.0
37765585,communication,1.0
37765585,location,1.0
37790975,value,1.0
37795401,amenities,1.0
37795401,check_in,1.0
37795401,cleanliness,0.9615384615384616
37795401,communication,0.9759036144578314
37795401,location,0.926829268292683
37795401,value,1.0
37800964,cleanliness,1.0
37800964,communication,1.0
37800964,location,1.0
37802487,amenities,0.7142857142857143
37802487,check_in,1.0
37802487,cleanliness,0.9310344827586208
37802487,communication,0.9375
37802487,location,0.8888888888888888
37802487,value,0.5
37812474,communication,1.0
37812474,location,1.0
37819871,location,-1.0
37846566,amenities,0.6
37846566,cleanliness,1.0
37846566,communication,1.0
37846566,location,1.0
37846566,value,1.0
37849267,cleanliness,1.0
37849267,communication,0.0
37849267,location,0.6
37850314,amenities,1.0
37850314,location,1.0
37850314,value,1.0
37886423,cleanliness,1.0
37890891,amenities,1.0
37890891,cleanliness,-0.3333333333333333
37890891,communication,1.0
37891082,communication,0.0
37891082,location,1.0
37892674,amenities,0.875
37892674,check_in,1.0
37892674,cleanliness,1.0
37892674,communication,1.0
37892674,location,0.9166666666666666
37892674,value,1.0
37893129,amenities,1.0
37893129,cleanliness,1.0
37893129,communication,1.0
37893129,location,1.0
37893129,value,1.0
37902359,amenities,1.0
37902359,cleanliness,1.0
37902359,location,1.0
37902359,value,1.0
37902536,amenities,0.2
37902536,check_in,-1.0
37902536,cleanliness,1.0
37902536,communication,0.6666666666666666
37902536,location,0.8947368421052632
37902536,value,1.0
37916508,communication,1.0
37916508,location,1.0
37916508,value,1.0
37918486,communication,1.0
37943936,amenities,0.75
37943936,check_in,1.0
37943936,cleanliness,0.7142857142857143
37943936,communication,1.0
37943936,location,0.935483870967742
37943936,value,1.0
37946540,amenities,1.0
37946540,cleanliness,0.3333333333333333
37946540,communication,1.0
37946540,location,0.5555555555555556
37954674,amenities,0.6363636363636364
37954674,check_in,1.0
37954674,cleanliness,0.6842105263157895
37954674,communication,0.92
37954674,location,0.75
37954674,value,0.75
37977283,communication,1.0
37982327,cleanliness,-1.0
37982327,location,1.0
37983986,amenities,0.6
37983986,check_in,0.5
37983986,cleanliness,0.7857142857142857
37983986,communication,1.0
37983986,location,0.902439024390244
37983986,value,1.0
37985091,amenities,0.0
37985091,check_in,1.0
37985091,cleanliness,0.9393939393939394
37985091,communication,1.0
37985091,location,0.9636363636363636
37985091,value,1.0
38003654,cleanliness,1.0
38003654,communication,1.0
38003654,location,1.0
38004687,amenities,0.0
38004687,check_in,0.0
38004687,cleanliness,1.0
38004687,communication,0.75
38004687,location,1.0
38004687,value,1.0
38006273,amenities,1.0
38006273,check_in,1.0
38006273,cleanliness,1.0
38006273,communication,1.0
38006273,location,0.9393939393939394
38006273,value,1.0
38009522,amenities,1.0
38009522,communication,1.0
38009522,location,1.0
38029386,amenities,1.0
38029386,cleanliness,1.0
38029386,communication,1.0
38029386,location,0.8823529411764706
38029386,value,1.0
38029519,check_in,1.0
38029519,cleanliness,1.0
38029519,communication,0.925925925925926
38029519,location,1.0
38029519,value,1.0
38058605,check_in,1.0
38058605,cleanliness,1.0
38058605,communication,1.0
38058605,location,1.0
38058605,value,1.0
38059608,amenities,1.0
38059608,check_in,1.0
38059608,cleanliness,0.875
38059608,communication,1.0
38059608,location,0.9047619047619048
38059608,value,1.0
38073790,amenities,1.0
38073790,communication,1.0
38074535,amenities,1.0
38074535,check_in,0.3333333333333333
38074535,cleanliness,1.0
38074535,communication,1.0
38074535,location,0.8
38074535,value,0.6666666666666666
38075274,amenities,0.5
38075274,cleanliness,0.2
38075274,communication,1.0
38075274,location,-1.0
38075274,value,-1.0
38078528,cleanliness,1.0
38078528,communication,1.0
38078528,location,0.0
38088370,amenities,0.2
38088370,cleanliness,1.0
38088370,communication,0.7142857142857143
38088370,location,1.0
38088370,value,0.0
38106324,cleanliness,1.0
38106324,communication,1.0
38135746,amenities,-0.2
38135746,cleanliness,0.7931034482758621
38135746,communication,0.8823529411764706
38135746,location,0.8823529411764706
38135746,value,1.0
38166896,amenities,1.0
38166896,check_in,1.0
38166896,cleanliness,1.0
38166896,communication,1.0
38166896,location,0.6666666666666666
38171761,amenities,0.7142857142857143
38171761,check_in,0.5
38171761,cleanliness,0.6774193548387096
38171761,communication,0.9622641509433962
38171761,location,0.8
38171761,value,1.0
38203589,cleanliness,1.0
38203589,communication,1.0
38203589,location,1.0
38203589,value,1.0
38209929,amenities,0.2
38209929,cleanliness,0.0
38209929,communication,1.0
38209929,location,1.0
38209929,value,1.0
38211051,location,1.0
38219077,cleanliness,1.0
38219077,communication,1.0
38219077,location,1.0
38219455,amenities,1.0
38219455,cleanliness,1.0
38219455,communication,1.0
38219455,location,1.0
38219455,value,1.0
38221360,amenities,0.2
38221360,check_in,1.0
38221360,cleanliness,0.875
38221360,communication,0.8095238095238095
38221360,location,0.8125
38231037,cleanliness,1.0
38231037,communication,1.0
38231037,location,1.0
38249727,amenities,1.0
38249727,cleanliness,1.0
38249727,communication,1.0
38249727,location,1.0
38249727,value,1.0
38255674,cleanliness,1.0
38274671,cleanliness,0.0
38274671,location,1.0
38274671,value,1.0
38274694,check_in,1.0
38274694,communication,1.0
38274694,location,1.0
38298994,cleanliness,1.0
38298994,communication,1.0
38305017,communication,1.0
38312757,amenities,0.4285714285714285
38312757,check_in,0.2727272727272727
38312757,cleanliness,0.5757575757575758
38312757,communication,0.84
38312757,location,1.0
38312757,value,0.6
38329844,amenities,0.6363636363636364
38329844,cleanliness,0.4
38329844,communication,1.0
38329844,location,1.0
38329844,value,0.8181818181818182
38336903,cleanliness,1.0
38336903,communication,1.0
38336903,location,1.0
38342731,amenities,1.0
38342731,check_in,1.0
38342731,cleanliness,1.0
38342731,communication,1.0
38342731,location,1.0
38342731,value,1.0
38344662,amenities,1.0
38344662,check_in,1.0
38344662,cleanliness,1.0
38344662,communication,1.0
38344662,location,0.7142857142857143
38344662,value,1.0
38351384,location,1.0
38361483,amenities,1.0
38361483,cleanliness,1.0
38361483,communication,1.0
38361483,location,0.8333333333333334
38361483,value,1.0
38391216,cleanliness,1.0
38391216,communication,1.0
38391216,location,1.0
38391216,value,1.0
38392694,amenities,-1.0
38392694,cleanliness,-1.0
38392694,communication,1.0
38392694,location,0.3333333333333333
38394970,amenities,0.6666666666666666
38394970,check_in,1.0
38394970,cleanliness,0.5555555555555556
38394970,communication,0.8
38394970,location,0.8518518518518519
38394970,value,0.75
38398808,check_in,1.0
38398808,cleanliness,-0.5
38398808,communication,0.5
38398808,location,1.0
38398808,value,1.0
38406752,amenities,1.0
38406752,cleanliness,1.0
38406752,communication,1.0
38406752,location,0.8461538461538461
38406752,value,1.0
38421150,amenities,1.0
38421150,check_in,1.0
38421150,cleanliness,0.8333333333333334
38421150,communication,0.3333333333333333
38421150,location,0.6
38421150,value,1.0
38421415,amenities,1.0
38421415,cleanliness,1.0
38421415,communication,1.0
38421415,location,1.0
38421415,value,1.0
38422872,cleanliness,1.0
38422872,communication,1.0
38422872,location,1.0
38442651,amenities,0.8666666666666667
38442651,check_in,0.5
38442651,cleanliness,0.8974358974358975
38442651,communication,0.9555555555555556
38442651,location,0.9318181818181818
38442651,value,1.0
38465551,communication,1.0
38465551,location,1.0
38467818,amenities,0.0
38467818,check_in,1.0
38467818,cleanliness,0.8
38467818,communication,0.8181818181818182
38467818,location,1.0
38467818,value,0.8
38477655,amenities,0.7142857142857143
38477655,check_in,1.0
38477655,cleanliness,1.0
38477655,communication,1.0
38477655,location,0.5714285714285714
38477655,value,1.0
38498248,check_in,-1.0
38498248,cleanliness,0.9130434782608696
38498248,communication,0.8947368421052632
38498248,location,1.0
38498248,value,1.0
38506018,amenities,1.0
38506018,cleanliness,-1.0
38506018,communication,-1.0
38506018,location,0.0
38506018,value,0.0
38507021,amenities,1.0
38507021,check_in,1.0
38507021,cleanliness,1.0
38507021,communication,0.6666666666666666
38507021,location,0.8
38507021,value,1.0
38529955,amenities,0.6
38529955,check_in,1.0
38529955,cleanliness,0.8
38529955,communication,1.0
38529955,location,1.0
38529955,value,1.0
38532645,cleanliness,1.0
38532645,communication,0.6
38532645,location,1.0
38532645,value,1.0
38536491,amenities,1.0
38536491,check_in,1.0
38536491,cleanliness,1.0
38536491,communication,1.0
38536491,location,0.9230769230769232
38536491,value,1.0
38543057,amenities,0.7777777777777778
38543057,check_in,1.0
38543057,cleanliness,0.8181818181818182
38543057,communication,0.9473684210526316
38543057,location,0.7894736842105263
38543057,value,0.8
38554711,amenities,1.0
38554711,check_in,1.0
38554711,cleanliness,0.5714285714285714
38554711,communication,0.6470588235294118
38554711,location,0.8
38554711,value,0.8181818181818182
38558985,cleanliness,1.0
38558985,communication,1.0
38558985,location,1.0
38558985,value,1.0
38584040,location,1.0
38585093,cleanliness,1.0
38585093,communication,1.0
38585093,location,1.0
38613309,cleanliness,1.0
38613309,communication,1.0
38613309,location,1.0
38625914,communication,1.0
38625914,location,1.0
38627224,amenities,1.0
38627224,cleanliness,1.0
38627224,communication,1.0
38627224,location,1.0
38630086,amenities,1.0
38630086,check_in,1.0
38630086,cleanliness,1.0
38630086,communication,0.92
38630086,location,1.0
38630086,value,1.0
38631020,amenities,0.5
38631020,check_in,1.0
38631020,cleanliness,0.8571428571428571
38631020,communication,0.8823529411764706
38631020,location,0.8571428571428571
38631020,value,0.0
38634379,amenities,-0.3333333333333333
38634379,check_in,1.0
38634379,cleanliness,0.7142857142857143
38634379,communication,0.8181818181818182
38634379,location,0.8888888888888888
38634379,value,1.0
38635406,communication,-1.0
38635406,location,1.0
38635406,value,1.0
38637232,amenities,1.0
38637232,check_in,1.0
38637232,cleanliness,1.0
38637232,communication,1.0
38637232,location,0.9285714285714286
38637232,value,1.0
38653324,amenities,0.6
38653324,cleanliness,0.6923076923076923
38653324,communication,1.0
38653324,location,0.9130434782608696
38653324,value,1.0
38673249,amenities,1.0
38673249,cleanliness,1.0
38673249,communication,1.0
38673249,location,0.7777777777777778
38677997,amenities,1.0
38677997,cleanliness,1.0
38677997,communication,1.0
38677997,location,1.0
38679212,cleanliness,1.0
38679212,communication,1.0
38679212,location,1.0
38679212,value,1.0
38685760,amenities,1.0
38685760,check_in,1.0
38685760,cleanliness,0.6923076923076923
38685760,communication,1.0
38685760,location,0.9090909090909092
38685760,value,0.4
38685800,cleanliness,1.0
38685800,communication,1.0
38688572,amenities,0.5
38688572,check_in,1.0
38688572,cleanliness,0.8448275862068966
38688572,communication,0.8
38688572,location,0.8881118881118881
38688572,value,0.8461538461538461
38700386,amenities,0.7777777777777778
38700386,check_in,0.0
38700386,cleanliness,0.875
38700386,communication,1.0
38700386,location,0.8888888888888888
38700386,value,0.8333333333333334
38701257,amenities,0.1428571428571428
38701257,check_in,-1.0
38701257,cleanliness,0.8181818181818182
38701257,communication,0.625
38701257,location,0.7
38701257,value,1.0
38736512,amenities,1.0
38736512,cleanliness,1.0
38736512,communication,1.0
38736512,location,0.8571428571428571
38736512,value,1.0
38739059,cleanliness,1.0
38739059,communication,1.0
38739059,value,1.0
38743799,amenities,1.0
38743799,cleanliness,1.0
38743799,communication,0.8095238095238095
38743799,location,0.8518518518518519
38743799,value,1.0
38763711,amenities,0.6
38763711,cleanliness,0.9473684210526316
38763711,communication,0.8709677419354839
38763711,location,0.8571428571428571
38763711,value,1.0
38766210,amenities,0.6666666666666666
38766210,check_in,0.5
38766210,cleanliness,0.9310344827586208
38766210,communication,0.9285714285714286
38766210,location,0.9583333333333334
38766210,value,1.0
38772479,amenities,1.0
38772479,check_in,1.0
38772479,cleanliness,1.0
38772479,communication,1.0
38772479,location,0.9493670886075948
38772479,value,0.9130434782608696
38774644,cleanliness,1.0
38774644,location,1.0
38784039,amenities,0.8181818181818182
38784039,check_in,0.6666666666666666
38784039,cleanliness,0.6875
38784039,communication,0.7297297297297297
38784039,location,0.84
38784039,value,1.0
38788595,amenities,1.0
38788595,check_in,0.3333333333333333
38788595,cleanliness,1.0
38788595,communication,0.7894736842105263
38788595,location,1.0
38788595,value,1.0
38790329,amenities,0.8461538461538461
38790329,check_in,1.0
38790329,cleanliness,0.8709677419354839
38790329,communication,0.8918918918918919
38790329,location,0.84
38790329,value,0.8823529411764706
38803029,amenities,1.0
38803029,cleanliness,1.0
38803029,communication,1.0
38803029,location,1.0
38803029,value,1.0
38804696,amenities,0.8
38804696,check_in,1.0
38804696,cleanliness,1.0
38804696,communication,0.9487179487179488
38804696,location,1.0
38804696,value,1.0
38806865,amenities,0.0
38806865,check_in,0.25
38806865,cleanliness,0.7049180327868853
38806865,communication,0.8153846153846154
38806865,location,0.6071428571428571
38806865,value,0.9444444444444444
38807029,cleanliness,1.0
38807029,communication,1.0
38807029,location,1.0
38810647,amenities,-1.0
38810647,cleanliness,1.0
38810647,communication,1.0
38810647,location,1.0
38810647,value,-1.0
38825304,cleanliness,1.0
38825304,location,1.0
38825304,value,1.0
38840206,amenities,1.0
38840206,check_in,-1.0
38840206,cleanliness,1.0
38840206,communication,1.0
38840206,location,1.0
38857641,amenities,1.0
38857641,cleanliness,1.0
38857641,communication,0.5
38857641,location,1.0
38857641,value,1.0
38872104,amenities,1.0
38872104,communication,1.0
38872104,location,1.0
38872104,value,1.0
38885999,amenities,1.0
38885999,cleanliness,0.7142857142857143
38885999,communication,0.6
38885999,location,0.7142857142857143
38885999,value,1.0
38886295,amenities,1.0
38886295,cleanliness,1.0
38886295,communication,1.0
38886295,location,0.8888888888888888
38886295,value,1.0
38896656,communication,1.0
38987303,cleanliness,0.3333333333333333
38987303,communication,0.2
38987303,location,1.0
38987303,value,1.0
39016249,cleanliness,1.0
39016249,communication,1.0
39016260,amenities,1.0
39016260,check_in,1.0
39016260,cleanliness,1.0
39016260,communication,1.0
39016260,location,1.0
39016260,value,1.0
39020187,cleanliness,1.0
39020187,communication,0.875
39020187,location,0.9166666666666666
39020187,value,1.0
39041061,check_in,1.0
39041061,cleanliness,0.0
39041061,communication,1.0
39041061,location,1.0
39041061,value,1.0
39041275,amenities,1.0
39041275,check_in,1.0
39041275,cleanliness,0.8666666666666667
39041275,communication,1.0
39041275,location,0.5294117647058824
39041275,value,1.0
39060416,cleanliness,0.8461538461538461
39060416,communication,0.8571428571428571
39060416,location,1.0
39060416,value,1.0
39063940,value,1.0
39065272,amenities,1.0
39065272,check_in,1.0
39065272,cleanliness,0.9574468085106383
39065272,communication,1.0
39065272,location,0.9661016949152542
39065272,value,1.0
39068880,amenities,1.0
39068880,check_in,1.0
39068880,cleanliness,0.875
39068880,communication,1.0
39068880,location,1.0
39068880,value,1.0
39088485,cleanliness,1.0
39088485,communication,1.0
39088485,location,1.0
39088485,value,1.0
39097136,cleanliness,1.0
39097136,communication,1.0
39099855,amenities,0.3333333333333333
39099855,cleanliness,0.5
39099855,communication,0.6
39099855,location,1.0
39124822,communication,1.0
39126544,amenities,1.0
39126544,check_in,1.0
39126544,cleanliness,1.0
39126544,communication,1.0
39126544,location,0.8
39126544,value,1.0
39142558,amenities,1.0
39142558,cleanliness,1.0
39142558,communication,1.0
39142558,location,1.0
39142558,value,-1.0
39160888,amenities,1.0
39160888,cleanliness,0.96
39160888,communication,1.0
39160888,location,0.9069767441860463
39160888,value,1.0
39164690,amenities,1.0
39164690,cleanliness,1.0
39164690,communication,1.0
39176867,communication,1.0
39176867,location,1.0
39199601,amenities,1.0
39199601,check_in,0.0
39199601,cleanliness,1.0
39199601,communication,1.0
39199601,location,0.7777777777777778
39199601,value,1.0
39205023,amenities,0.4545454545454545
39205023,check_in,0.0
39205023,cleanliness,0.8666666666666667
39205023,communication,0.8461538461538461
39205023,location,1.0
39205023,value,0.3333333333333333
39207692,check_in,1.0
39207692,cleanliness,1.0
39207692,communication,1.0
39207692,location,0.6
39220215,amenities,0.6470588235294118
39220215,check_in,0.5
39220215,cleanliness,0.5
39220215,communication,0.8421052631578947
39220215,location,1.0
39220215,value,1.0
39234543,amenities,0.8333333333333334
39234543,check_in,1.0
39234543,cleanliness,0.8775510204081632
39234543,communication,0.96
39234543,location,0.9411764705882352
39234543,value,1.0
39241040,value,1.0
39244890,amenities,1.0
39244890,check_in,1.0
39244890,cleanliness,1.0
39244890,communication,1.0
39244890,location,0.7777777777777778
39244890,value,0.7142857142857143
39247196,cleanliness,1.0
39283137,amenities,0.75
39283137,check_in,0.3333333333333333
39283137,cleanliness,0.5652173913043478
39283137,communication,0.7377049180327869
39283137,location,0.925925925925926
39283137,value,0.6
39283992,amenities,-1.0
39283992,check_in,1.0
39283992,cleanliness,1.0
39283992,communication,0.8333333333333334
39283992,location,1.0
39283992,value,0.2
39284477,location,1.0
39287329,amenities,0.3333333333333333
39287329,check_in,-1.0
39287329,cleanliness,1.0
39287329,communication,0.6470588235294118
39287329,location,0.7647058823529411
39287329,value,1.0
39301909,amenities,1.0
39301909,check_in,1.0
39301909,cleanliness,0.9444444444444444
39301909,communication,0.9506172839506172
39301909,location,0.9130434782608696
39301909,value,1.0
39311765,cleanliness,-1.0
39311765,communication,1.0
39313686,location,1.0
39345683,cleanliness,1.0
39345683,communication,0.6
39345683,value,1.0
39347263,amenities,0.8888888888888888
39347263,check_in,0.5
39347263,cleanliness,0.8536585365853658
39347263,communication,1.0
39347263,location,0.9
39347263,value,1.0
39347582,amenities,1.0
39347582,cleanliness,1.0
39347582,communication,1.0
39347582,location,1.0
39349515,amenities,1.0
39349515,cleanliness,1.0
39349515,communication,0.75
39349515,location,1.0
39349515,value,1.0
39357342,amenities,-1.0
39357342,check_in,1.0
39357342,cleanliness,1.0
39357342,communication,1.0
39357342,location,1.0
39357342,value,1.0
39371083,amenities,0.8461538461538461
39371083,check_in,1.0
39371083,cleanliness,0.9545454545454546
